,Unnamed: 0,uid,b_visit,b_pol_handling,b_safety,e_visit,e_pol_handling,e_safety,e_gender,hh_id,member_gender,ps_code,population,urban,dist_urban,treatment,regular_whd,women_whd,attrited,e_gender_encoded,member_gender_encoded,urban_encoded,treatment_encoded
1430,1430,20602121,0.0,-1.0,3.0,0.0,0.5,4.0,Female,2060212.0,female,1010.0,84450,Rural,1.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1433,1433,20602151,1.0,0.8,3.6666667,0.0,1.0,2.3333333,Female,2060215.0,female,1010.0,84450,Rural,1.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1435,1435,20602211,0.0,-0.33333334,3.3333333,0.0,0.0,3.0,Female,2060221.0,female,1010.0,84450,Rural,1.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1437,1437,20602231,0.0,1.0,3.3333333,0.0,1.0,3.6666667,Female,2060223.0,female,1010.0,84450,Rural,1.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1443,1443,20602331,0.0,0.11111111,3.0,0.0,1.0,1.3333334,Female,2060233.0,female,1010.0,84450,Rural,1.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1445,1445,20602371,0.0,-0.6666667,3.3333333,0.0,0.85714287,3.6666667,Female,2060237.0,female,1010.0,84450,Rural,1.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1448,1448,20602401,0.0,0.8,3.3333333,0.0,1.0,3.3333333,Female,2060240.0,female,1010.0,84450,Rural,1.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1453,1453,20602451,0.0,1.0,3.3333333,1.0,1.0,3.3333333,Female,2060245.0,female,1010.0,84450,Rural,1.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1454,1454,20602481,0.0,1.0,3.0,0.0,1.0,2.0,Female,2060248.0,female,1010.0,84450,Rural,1.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1457,1457,21512041,0.0,-0.16666667,3.0,0.0,0.0,3.0,Female,2151204.0,female,10151.0,28452,Rural,15.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1461,1461,21512111,0.0,1.0,1.3333334,0.0,0.0,3.0,Female,2151211.0,female,10151.0,28452,Rural,15.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1468,1468,21512181,0.0,0.375,3.0,0.0,0.0,3.0,Female,2151218.0,female,10151.0,28452,Rural,15.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1471,1471,21512201,0.0,-0.11111111,3.0,0.0,0.42857143,4.0,Female,2151220.0,female,10151.0,28452,Rural,15.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1477,1477,21512251,0.0,0.22222222,3.6666667,0.0,1.0,4.0,Female,2151225.0,female,10151.0,28452,Rural,15.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1478,1478,21512261,0.0,0.0,2.6666667,0.0,0.42857143,3.3333333,Female,2151226.0,female,10151.0,28452,Rural,15.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1480,1480,21512291,0.0,-1.0,3.3333333,0.0,0.6666667,3.6666667,Female,2151229.0,female,10151.0,28452,Rural,15.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1482,1482,21512301,0.0,0.0,1.6666666,0.0,1.0,2.0,Female,2151230.0,female,10151.0,28452,Rural,15.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1485,1485,21512341,0.0,0.25,3.6666667,0.0,1.0,4.0,Female,2151234.0,female,10151.0,28452,Rural,15.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1487,1487,21512351,0.0,0.42857143,3.3333333,0.0,0.875,3.0,Female,2151235.0,female,10151.0,28452,Rural,15.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1488,1488,21512361,0.0,-0.14285715,3.3333333,0.0,-0.33333334,3.3333333,Female,2151236.0,female,10151.0,28452,Rural,15.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1489,1489,21522031,0.0,0.125,2.6666667,0.0,0.0,3.3333333,Female,2152203.0,female,10152.0,210000,Urban,16.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1490,1490,21522041,0.0,0.25,2.3333333,0.0,0.14285715,2.3333333,Female,2152204.0,female,10152.0,210000,Urban,16.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1492,1492,21522051,0.0,0.33333334,3.6666667,0.0,1.0,3.3333333,Female,2152205.0,female,10152.0,210000,Urban,16.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1494,1494,21522081,0.0,1.0,3.3333333,0.0,0.25,3.6666667,Female,2152208.0,female,10152.0,210000,Urban,16.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1500,1500,21522131,0.0,0.14285715,3.3333333,0.0,1.0,3.6666667,Female,2152213.0,female,10152.0,210000,Urban,16.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1504,1504,21522171,0.0,0.33333334,3.0,0.0,0.25,3.6666667,Female,2152217.0,female,10152.0,210000,Urban,16.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1505,1505,21522181,0.0,0.5,3.3333333,0.0,0.0,3.6666667,Female,2152218.0,female,10152.0,210000,Urban,16.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1512,1512,21522251,0.0,0.33333334,3.3333333,0.0,-0.2,3.0,Female,2152225.0,female,10152.0,210000,Urban,16.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1513,1513,21522261,0.0,0.6666667,3.6666667,0.0,0.33333334,3.0,Female,2152226.0,female,10152.0,210000,Urban,16.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1514,1514,21522271,0.0,0.375,2.6666667,0.0,0.25,3.6666667,Female,2152227.0,female,10152.0,210000,Urban,16.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1516,1516,21522291,0.0,0.42857143,3.3333333,0.0,-0.75,3.0,Female,2152229.0,female,10152.0,210000,Urban,16.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1519,1519,21522341,0.0,0.125,3.6666667,0.0,0.25,2.6666667,Female,2152234.0,female,10152.0,210000,Urban,16.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1520,1520,21522351,0.0,-0.125,3.0,0.0,0.71428573,2.3333333,Female,2152235.0,female,10152.0,210000,Urban,16.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1524,1524,21532081,0.0,0.0,2.6666667,0.0,-0.42857143,3.0,Female,2153208.0,female,10153.0,160000,Rural,15.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1542,1542,21532271,0.0,0.8888889,2.0,0.0,-1.0,3.3333333,Female,2153227.0,female,10153.0,160000,Rural,15.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1547,1547,21532721,0.0,0.44444445,3.3333333,0.0,1.0,3.6666667,Female,2153272.0,female,10153.0,160000,Rural,15.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1552,1552,21532751,0.0,0.0,2.3333333,1.0,-0.4,2.6666667,Female,2153275.0,female,10153.0,160000,Rural,15.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1554,1554,21542031,0.0,-1.0,2.6666667,0.0,0.0,2.6666667,Female,2154203.0,female,10154.0,71936,Rural,15.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1556,1556,21542051,0.0,0.0,3.3333333,0.0,0.5,3.3333333,Female,2154205.0,female,10154.0,71936,Rural,15.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1564,1564,21542131,0.0,1.0,3.6666667,0.0,1.0,3.6666667,Female,2154213.0,female,10154.0,71936,Rural,15.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1566,1566,21542161,0.0,-0.5714286,2.6666667,0.0,0.0,3.0,Female,2154216.0,female,10154.0,71936,Rural,15.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1574,1574,21542241,0.0,0.0,3.3333333,0.0,0.75,4.0,Female,2154224.0,female,10154.0,71936,Rural,15.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1578,1578,21542721,0.0,0.22222222,3.6666667,0.0,0.6666667,3.0,Female,2154272.0,female,10154.0,71936,Rural,15.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1582,1582,21542741,0.0,0.5714286,2.3333333,0.0,0.2857143,3.0,Female,2154274.0,female,10154.0,71936,Rural,15.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1587,1587,21552011,0.0,-0.125,2.0,0.0,0.5,3.3333333,Female,2155201.0,female,10155.0,38563,Rural,15.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1591,1591,21552081,0.0,-0.7777778,3.3333333,0.0,0.5,3.0,Female,2155208.0,female,10155.0,38563,Rural,15.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592,1592,21552091,0.0,-0.11111111,3.0,0.0,0.2857143,3.0,Female,2155209.0,female,10155.0,38563,Rural,15.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1594,1594,21552101,0.0,0.42857143,3.6666667,0.0,0.0,3.6666667,Female,2155210.0,female,10155.0,38563,Rural,15.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1596,1596,21552151,0.0,0.4,3.3333333,0.0,0.0,2.6666667,Female,2155215.0,female,10155.0,38563,Rural,15.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1597,1597,21552191,0.0,-0.8333333,3.6666667,1.0,0.8333333,3.3333333,Female,2155219.0,female,10155.0,38563,Rural,15.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600,1600,21552241,0.0,-0.16666667,3.3333333,0.0,0.25,2.6666667,Female,2155224.0,female,10155.0,38563,Rural,15.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1602,1602,21552261,0.0,0.8333333,3.6666667,0.0,1.0,3.6666667,Female,2155226.0,female,10155.0,38563,Rural,15.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1604,1604,21552281,0.0,1.0,3.0,0.0,1.0,4.0,Female,2155228.0,female,10155.0,38563,Rural,15.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606,1606,21552301,0.0,-1.0,4.0,0.0,0.875,2.6666667,Female,2155230.0,female,10155.0,38563,Rural,15.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1609,1609,21552331,0.0,-0.5,3.6666667,0.0,0.5,3.0,Female,2155233.0,female,10155.0,38563,Rural,15.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1612,1612,21552361,0.0,0.0,4.0,0.0,0.5,1.6666666,Female,2155236.0,female,10155.0,38563,Rural,15.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1613,1613,21552371,0.0,0.0,2.3333333,0.0,-0.5,2.6666667,Female,2155237.0,female,10155.0,38563,Rural,15.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1616,1616,21552401,0.0,1.0,3.6666667,0.0,0.0,3.6666667,Female,2155240.0,female,10155.0,38563,Rural,15.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1622,1622,21562051,0.0,0.5,3.6666667,0.0,0.0,3.0,Female,2156205.0,female,10156.0,135817,Rural,15.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1625,1625,21562081,0.0,0.5,3.6666667,0.0,0.6666667,4.0,Female,2156208.0,female,10156.0,135817,Rural,15.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626,1626,21562091,0.0,0.8888889,3.6666667,0.0,0.5714286,3.0,Female,2156209.0,female,10156.0,135817,Rural,15.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628,1628,21562111,0.0,0.11111111,3.3333333,0.0,1.0,3.0,Female,2156211.0,female,10156.0,135817,Rural,15.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1631,1631,21562141,0.0,0.5555556,3.6666667,1.0,-1.0,3.0,Female,2156214.0,female,10156.0,135817,Rural,15.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1638,1638,21562241,0.0,0.5,3.0,0.0,0.0,3.0,Female,2156224.0,female,10156.0,135817,Rural,15.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640,1640,21562251,0.0,0.2,3.6666667,0.0,0.625,3.0,Female,2156225.0,female,10156.0,135817,Rural,15.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1642,1642,21562271,0.0,1.0,3.6666667,0.0,1.0,3.6666667,Female,2156227.0,female,10156.0,135817,Rural,15.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1643,1643,21562281,0.0,0.33333334,3.3333333,0.0,0.0,4.0,Female,2156228.0,female,10156.0,135817,Rural,15.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646,1646,21562331,0.0,0.6,4.0,0.0,-0.2,3.3333333,Female,2156233.0,female,10156.0,135817,Rural,15.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1649,1649,21562351,0.0,0.33333334,3.3333333,0.0,0.14285715,3.3333333,Female,2156235.0,female,10156.0,135817,Rural,15.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1651,1651,21572011,0.0,-0.375,3.6666667,0.0,1.0,2.6666667,Female,2157201.0,female,10157.0,126914,Rural,15.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1652,1652,21572021,0.0,0.0,2.6666667,0.0,0.85714287,2.3333333,Female,2157202.0,female,10157.0,126914,Rural,15.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1653,1653,21572031,0.0,-0.125,3.3333333,0.0,0.5714286,3.3333333,Female,2157203.0,female,10157.0,126914,Rural,15.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1654,1654,21572041,0.0,-0.14285715,2.6666667,0.0,1.0,3.5,Female,2157204.0,female,10157.0,126914,Rural,15.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1656,1656,21572051,0.0,0.6666667,2.3333333,0.0,0.85714287,3.6666667,Female,2157205.0,female,10157.0,126914,Rural,15.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1657,1657,21572061,0.0,-0.14285715,3.0,0.0,-0.75,3.6666667,Female,2157206.0,female,10157.0,126914,Rural,15.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1660,1660,21572091,0.0,0.0,2.0,0.0,1.0,3.0,Female,2157209.0,female,10157.0,126914,Rural,15.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1662,1662,21572121,0.0,0.0,2.3333333,0.0,-0.16666667,3.3333333,Female,2157212.0,female,10157.0,126914,Rural,15.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1666,1666,21572161,0.0,-0.8333333,3.3333333,0.0,0.0,2.6666667,Female,2157216.0,female,10157.0,126914,Rural,15.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1667,1667,21572181,0.0,-0.125,3.3333333,0.0,0.5,3.3333333,Female,2157218.0,female,10157.0,126914,Rural,15.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1671,1671,21572211,0.0,0.0,3.3333333,0.0,0.0,3.0,Female,2157221.0,female,10157.0,126914,Rural,15.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1676,1676,21572261,0.0,0.0,3.0,0.0,1.0,3.6666667,Female,2157226.0,female,10157.0,126914,Rural,15.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1677,1677,21572271,0.0,-0.5,3.6666667,0.0,1.0,4.0,Female,2157227.0,female,10157.0,126914,Rural,15.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1681,1681,21572331,0.0,-0.33333334,3.6666667,0.0,1.0,3.0,Female,2157233.0,female,10157.0,126914,Rural,15.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1685,1685,21582061,0.0,0.5555556,3.3333333,0.0,-0.14285715,3.0,Female,2158206.0,female,10158.0,112312,Rural,15.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1688,1688,21582091,0.0,0.11111111,3.6666667,0.0,-0.5,3.0,Female,2158209.0,female,10158.0,112312,Rural,15.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1689,1689,21582100,1.0,-0.6666667,3.3333333,0.0,0.0,3.0,Female,2158210.0,female,10158.0,112312,Rural,15.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1692,1692,21582151,0.0,0.42857143,3.6666667,0.0,0.8333333,3.3333333,Female,2158215.0,female,10158.0,112312,Rural,15.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1694,1694,21582191,0.0,0.0,3.6666667,0.0,0.25,2.3333333,Female,2158219.0,female,10158.0,112312,Rural,15.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1696,1696,21582211,0.0,-0.2,2.3333333,0.0,0.5,3.0,Female,2158221.0,female,10158.0,112312,Rural,15.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1697,1697,21582221,0.0,0.125,3.6666667,0.0,0.0,3.0,Female,2158222.0,female,10158.0,112312,Rural,15.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1701,1701,21582261,0.0,0.16666667,2.6666667,0.0,0.6666667,3.3333333,Female,2158226.0,female,10158.0,112312,Rural,15.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1702,1702,21582271,0.0,-0.6666667,3.6666667,0.0,0.5714286,3.3333333,Female,2158227.0,female,10158.0,112312,Rural,15.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1703,1703,21582281,0.0,1.0,3.6666667,0.0,0.8333333,3.6666667,Female,2158228.0,female,10158.0,112312,Rural,15.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1704,1704,21582301,0.0,0.33333334,2.6666667,0.0,1.0,3.0,Female,2158230.0,female,10158.0,112312,Rural,15.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1723,1723,21592181,0.0,0.0,4.0,0.0,0.5,3.0,Female,2159218.0,female,10159.0,145864,Rural,15.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1724,1724,21592191,0.0,0.6,3.3333333,0.0,0.0,3.6666667,Female,2159219.0,female,10159.0,145864,Rural,15.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1727,1727,21592221,0.0,-0.85714287,4.0,0.0,-0.8,2.6666667,Female,2159222.0,female,10159.0,145864,Rural,15.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1730,1730,21592251,0.0,0.85714287,3.6666667,0.0,0.8333333,3.5,Female,2159225.0,female,10159.0,145864,Rural,15.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1731,1731,21592261,0.0,1.0,2.6666667,0.0,-0.6666667,3.0,Female,2159226.0,female,10159.0,145864,Rural,15.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736,1736,21592321,0.0,-0.33333334,3.0,0.0,-0.2,2.6666667,Female,2159232.0,female,10159.0,145864,Rural,15.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1738,1738,21592341,0.0,-0.7777778,3.3333333,0.0,0.0,3.3333333,Female,2159234.0,female,10159.0,145864,Rural,15.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739,1739,21592351,0.0,0.0,3.0,0.0,-0.33333334,2.6666667,Female,2159235.0,female,10159.0,145864,Rural,15.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740,1740,21592361,0.0,0.0,3.6666667,0.0,0.0,3.3333333,Female,2159236.0,female,10159.0,145864,Rural,15.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1742,1742,21592381,0.0,1.0,3.3333333,0.0,1.0,4.0,Female,2159238.0,female,10159.0,145864,Rural,15.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1746,1746,21592421,0.0,0.5555556,3.3333333,0.0,0.5,3.0,Female,2159242.0,female,10159.0,145864,Rural,15.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1747,1747,21592431,0.0,0.0,3.0,1.0,0.85714287,3.0,Female,2159243.0,female,10159.0,145864,Rural,15.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749,1749,21602011,0.0,-0.14285715,3.0,0.0,0.25,3.6666667,Female,2160201.0,female,10160.0,110000,Rural,15.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1753,1753,21602081,0.0,-0.11111111,3.3333333,0.0,1.0,2.6666667,Female,2160208.0,female,10160.0,110000,Rural,15.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1754,1754,21602091,0.0,0.25,3.6666667,0.0,1.0,2.6666667,Female,2160209.0,female,10160.0,110000,Rural,15.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1756,1756,21602101,0.0,0.11111111,3.3333333,0.0,-0.4,3.0,Female,2160210.0,female,10160.0,110000,Rural,15.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1765,1765,21602271,0.0,0.0,3.6666667,0.0,0.0,2.6666667,Female,2160227.0,female,10160.0,110000,Rural,15.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1766,1766,21602281,0.0,0.8,3.3333333,0.0,0.0,3.6666667,Female,2160228.0,female,10160.0,110000,Rural,15.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1767,1767,21602291,0.0,1.0,3.3333333,0.0,0.0,3.3333333,Female,2160229.0,female,10160.0,110000,Rural,15.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1769,1769,21602311,0.0,0.42857143,3.0,0.0,0.0,2.3333333,Female,2160231.0,female,10160.0,110000,Rural,15.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1772,1772,21602341,0.0,-0.33333334,3.0,0.0,0.8,3.3333333,Female,2160234.0,female,10160.0,110000,Rural,15.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1773,1773,21602351,0.0,0.5,4.0,0.0,1.0,4.0,Female,2160235.0,female,10160.0,110000,Rural,15.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1776,1776,21602381,0.0,0.0,3.0,0.0,0.5,3.0,Female,2160238.0,female,10160.0,110000,Rural,15.0,Treatment,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1780,1780,30512021,0.0,0.6,2.0,0.0,0.2857143,2.6666667,Female,3051202.0,female,4048.0,80000,Urban,6.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1784,1784,30512061,0.0,0.22222222,3.0,0.0,0.625,2.6666667,Female,3051206.0,female,4048.0,80000,Urban,6.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1785,1785,30512091,0.0,0.44444445,3.3333333,0.0,1.0,2.6666667,Female,3051209.0,female,4048.0,80000,Urban,6.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1788,1788,30512151,0.0,0.33333334,3.3333333,1.0,0.2857143,2.0,Female,3051215.0,female,4048.0,80000,Urban,6.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1789,1789,30512161,0.0,-0.25,3.3333333,0.0,-0.42857143,3.0,Female,3051216.0,female,4048.0,80000,Urban,6.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1790,1790,30512171,0.0,0.22222222,2.6666667,0.0,0.6666667,2.3333333,Female,3051217.0,female,4048.0,80000,Urban,6.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1793,1793,30512211,0.0,0.5,3.0,0.0,0.8333333,3.6666667,Female,3051221.0,female,4048.0,80000,Urban,6.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1796,1796,30512231,1.0,-1.0,2.3333333,0.0,-0.6666667,1.6666666,Female,3051223.0,female,4048.0,80000,Urban,6.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1801,1801,30512311,0.0,0.25,3.0,0.0,0.875,1.5,Female,3051231.0,female,4048.0,80000,Urban,6.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1802,1802,30512341,0.0,0.44444445,4.0,0.0,0.2857143,3.0,Female,3051234.0,female,4048.0,80000,Urban,6.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1804,1804,30512351,0.0,-0.125,3.0,0.0,0.875,3.6666667,Female,3051235.0,female,4048.0,80000,Urban,6.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1814,1814,30512481,0.0,-0.33333334,4.0,0.0,0.2,3.3333333,Female,3051248.0,female,4048.0,80000,Urban,6.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1819,1819,30522141,0.0,1.0,3.3333333,0.0,0.6666667,3.6666667,Female,3052214.0,female,4049.0,45000,Rural,5.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1820,1820,30522151,0.0,0.25,3.6666667,0.0,1.0,3.0,Female,3052215.0,female,4049.0,45000,Rural,5.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1822,1822,30522171,0.0,-0.16666667,3.0,0.0,0.8,4.0,Female,3052217.0,female,4049.0,45000,Rural,5.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1823,1823,30522181,0.0,0.14285715,3.6666667,0.0,-0.33333334,2.6666667,Female,3052218.0,female,4049.0,45000,Rural,5.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1826,1826,30522201,0.0,1.0,3.3333333,0.0,0.0,2.6666667,Female,3052220.0,female,4049.0,45000,Rural,5.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1827,1827,30522211,0.0,0.0,4.0,0.0,0.5,3.6666667,Female,3052221.0,female,4049.0,45000,Rural,5.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1830,1830,30522241,0.0,0.0,4.0,0.0,0.875,3.0,Female,3052224.0,female,4049.0,45000,Rural,5.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1838,1838,30522351,0.0,-0.22222222,3.0,0.0,-1.0,2.5,Female,3052235.0,female,4049.0,45000,Rural,5.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1841,1841,30522411,0.0,0.0,4.0,0.0,0.2857143,3.3333333,Female,3052241.0,female,4049.0,45000,Rural,5.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1842,1842,30522431,0.0,0.8,4.0,0.0,0.6,3.0,Female,3052243.0,female,4049.0,45000,Rural,5.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1845,1845,30522461,0.0,0.16666667,4.0,0.0,1.0,3.3333333,Female,3052246.0,female,4049.0,45000,Rural,5.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1846,1846,30522471,0.0,0.75,4.0,0.0,0.6666667,3.0,Female,3052247.0,female,4049.0,45000,Rural,5.0,Treatment,0.0,1.0,0.0,0.0,0.0,0.0,1.0
